unit_id,treatment,checkout_completed,pre_purchase_score
shopper_0008966,0,0,0.70613486
shopper_0008967,1,0,0.74098392
shopper_0008968,0,0,0.11773667
shopper_0008969,1,0,0.35677433
shopper_0008970,0,0,0.64566385
shopper_0008971,0,0,0.38738060
shopper_0008972,1,0,0.40481242
shopper_0008973,0,1,0.60216895
shopper_0008974,0,0,0.47363038
shopper_0008975,0,0,0.87018348
shopper_0008976,0,0,0.78958913
shopper_0008977,0,0,0.81510518
shopper_0008978,1,0,0.69169589
shopper_0008979,1,0,0.08203216
shopper_0008980,0,0,0.22903622
shopper_0008981,0,0,0.64050893
shopper_0008982,1,1,0.63887919
shopper_0008983,0,0,0.81773494
shopper_0008984,0,0,0.18141926
shopper_0008985,0,0,0.40389468
shopper_0008986,0,0,0.65514248
shopper_0008987,0,0,0.39941563
shopper_0008988,0,0,0.11450373
shopper_0008989,0,0,0.63774621
shopper_0008990,1,0,0.36500277
shopper_0008991,1,1,0.53593632
shopper_0008992,0,0,0.26807365
shopper_0008993,0,0,0.18438397
shopper_0008994,1,0,0.05348343
shopper_0008995,0,0,0.35306283
shopper_0008996,1,0,0.28923021
shopper_0008997,0,0,0.86196363
shopper_0008998,1,0,0.65000818
shopper_0008999,0,0,0.63808437
shopper_0009000,0,0,0.74205484
shopper_0009001,1,1,0.71486040
shopper_0009002,0,0,0.34307705
shopper_0009003,0,0,0.43851229
shopper_0009004,0,0,0.49889912
shopper_0009005,1,0,0.52569509
shopper_0009006,1,0,0.30611230
shopper_0009007,1,0,0.04777838
shopper_0009008,1,1,0.81853292
shopper_0009009,1,0,0.63951874
shopper_0009010,0,0,0.49306057
shopper_0009011,0,0,0.57474673
shopper_0009012,0,0,0.73830667
shopper_0009013,1,0,0.91517324
shopper_0009014,1,0,0.69662861
shopper_0009015,1,0,0.41934554
shopper_0009016,0,0,0.73782273
shopper_0009017,0,0,0.54090947
shopper_0009018,1,0,0.27458915
shopper_0009019,1,0,0.63933895
shopper_0009020,0,0,0.14094837
shopper_0009021,1,0,0.78584483
shopper_0009022,1,1,0.76777444
shopper_0009023,0,0,0.35902365
shopper_0009024,1,0,0.50169595
shopper_0009025,1,0,0.48758179
shopper_0009026,1,0,0.37656902
shopper_0009027,0,0,0.46081422
shopper_0009028,0,0,0.68298639
shopper_0009029,0,0,0.43576815
shopper_0009030,1,0,0.72120131
shopper_0009031,0,0,0.31875933
shopper_0009032,1,0,0.46933367
shopper_0009033,1,0,0.62844854
shopper_0009034,1,0,0.42614923
shopper_0009035,0,0,0.51005275
shopper_0009036,0,0,0.53901907
shopper_0009037,1,0,0.57346452
shopper_0009038,0,0,0.88424342
shopper_0009039,1,0,0.47389765
shopper_0009040,1,0,0.85220766
shopper_0009041,0,0,0.84382005
shopper_0009042,1,0,0.33890524
shopper_0009043,0,0,0.30794487
shopper_0009044,0,1,0.58113985
shopper_0009045,0,0,0.26774365
shopper_0009046,0,0,0.86633368
shopper_0009047,0,0,0.64570214
shopper_0009048,0,0,0.47952145
shopper_0009049,0,0,0.51707793
shopper_0009050,1,0,0.86384262
shopper_0009051,1,0,0.66782467
shopper_0009052,1,0,0.74538728
shopper_0009053,0,0,0.51997174
shopper_0009054,1,0,0.90382418
shopper_0009055,1,0,0.16767068
shopper_0009056,0,0,0.31044581
shopper_0009057,0,0,0.64812941
shopper_0009058,1,0,0.61268042
shopper_0009059,1,0,0.53394648
shopper_0009060,1,0,0.43372068
shopper_0009061,0,1,0.36964975
shopper_0009062,0,0,0.31229744
shopper_0009063,0,1,0.63939709
shopper_0009064,0,0,0.30942271
shopper_0009065,0,0,0.56001953
shopper_0009066,0,1,0.38389405
shopper_0009067,1,1,0.63560456
shopper_0009068,0,0,0.18003510
shopper_0009069,1,0,0.55934331
shopper_0009070,1,0,0.64339349
shopper_0009071,0,0,0.15975981
shopper_0009072,0,0,0.77813390
shopper_0009073,0,0,0.51359206
shopper_0009074,0,0,0.74348641
shopper_0009075,1,0,0.90418497
shopper_0009076,0,0,0.79148610
shopper_0009077,1,0,0.61965641
shopper_0009078,1,0,0.25256465
shopper_0009079,0,1,0.64422236
shopper_0009080,0,0,0.50052768
shopper_0009081,0,0,0.44018238
shopper_0009082,0,0,0.34863411
shopper_0009083,1,0,0.68026470
shopper_0009084,0,0,0.30501587
shopper_0009085,0,0,0.09799334
shopper_0009086,0,0,0.59391868
shopper_0009087,1,0,0.83075810
shopper_0009088,0,0,0.56556067
shopper_0009089,1,0,0.69395245
shopper_0009090,0,0,0.39712873
shopper_0009091,0,0,0.43852876
shopper_0009092,1,0,0.54048661
shopper_0009093,1,0,0.50452579
shopper_0009094,0,0,0.60458038
shopper_0009095,0,0,0.22765243
shopper_0009096,1,0,0.19282090
shopper_0009097,0,0,0.63963178
shopper_0009098,1,1,0.65938374
shopper_0009099,0,0,0.79183613
shopper_0009100,1,0,0.77254333
shopper_0009101,1,0,0.20776565
shopper_0009102,1,0,0.81205047
shopper_0009103,1,0,0.25077969
shopper_0009104,0,0,0.55759171
shopper_0009105,0,0,0.61647987
shopper_0009106,0,0,0.82353408
shopper_0009107,0,1,0.72832176
shopper_0009108,0,0,0.28598370
shopper_0009109,1,0,0.67628038
shopper_0009110,1,0,0.16983581
shopper_0009111,0,1,0.63231949
shopper_0009112,0,0,0.34154123
shopper_0009113,1,1,0.34018323
shopper_0009114,0,0,0.87994110
shopper_0009115,0,0,0.17328801
shopper_0009116,0,0,0.41898753
shopper_0009117,1,0,0.80296050
shopper_0009118,0,0,0.38603513
shopper_0009119,1,0,0.85661359
shopper_0009120,1,1,0.85990189
shopper_0009121,0,0,0.88351481
shopper_0009122,1,0,0.52622810
shopper_0009123,0,0,0.80465434
shopper_0009124,0,0,0.56201052
shopper_0009125,1,0,0.10305690
shopper_0009126,0,0,0.23873417
shopper_0009127,1,0,0.59016637
shopper_0009128,1,0,0.58515541
shopper_0009129,0,0,0.13469570
shopper_0009130,1,0,0.26920181
shopper_0009131,1,0,0.53766538
shopper_0009132,1,0,0.39146783
shopper_0009133,0,0,0.42067956
shopper_0009134,0,0,0.28452469
shopper_0009135,0,0,0.66576715
shopper_0009136,0,0,0.86156184
shopper_0009137,0,1,0.48843737
shopper_0009138,1,0,0.05347088
shopper_0009139,1,0,0.16533360
shopper_0009140,0,0,0.57414242
shopper_0009141,0,0,0.53476853
shopper_0009142,1,0,0.43938045
shopper_0009143,0,0,0.45540181
shopper_0009144,1,0,0.79158533
shopper_0009145,1,0,0.52591189
shopper_0009146,0,0,0.24994991
shopper_0009147,1,0,0.92950312
shopper_0009148,0,0,0.49455947
shopper_0009149,1,0,0.20247208
shopper_0009150,1,0,0.64776036
shopper_0009151,0,0,0.71697730
shopper_0009152,1,0,0.73225333
shopper_0009153,0,1,0.85353378
shopper_0009154,1,0,0.84297355
shopper_0009155,0,0,0.24239306
shopper_0009156,0,0,0.85810841
shopper_0009157,0,0,0.09918486
shopper_0009158,0,0,0.17151886
shopper_0009159,1,1,0.99380736
shopper_0009160,1,0,0.31100767
shopper_0009161,1,0,0.71802970
shopper_0009162,0,0,0.74130467
shopper_0009163,1,0,0.51099071
shopper_0009164,1,0,0.49252582
shopper_0009165,1,0,0.51638246
shopper_0009166,0,0,0.54544747
shopper_0009167,0,0,0.05713681
shopper_0009168,1,0,0.61010309
shopper_0009169,1,0,0.09257237
shopper_0009170,1,0,0.69384013
shopper_0009171,0,0,0.37783669
shopper_0009172,0,0,0.67837552
shopper_0009173,0,0,0.44269445
shopper_0009174,0,1,0.27764126
shopper_0009175,1,0,0.40760853
shopper_0009176,1,0,0.11085214
shopper_0009177,0,0,0.08959938
shopper_0009178,1,0,0.53562185
shopper_0009179,0,0,0.81776355
shopper_0009180,1,0,0.69238072
shopper_0009181,1,1,0.19251781
shopper_0009182,1,0,0.90910240
shopper_0009183,0,0,0.44364183
shopper_0009184,0,0,0.80788190
shopper_0009185,0,0,0.62045475
shopper_0009186,0,1,0.18595090
shopper_0009187,0,1,0.61535756
shopper_0009188,0,0,0.43101122
shopper_0009189,0,0,0.27564804
shopper_0009190,1,1,0.54425290
shopper_0009191,0,1,0.37146919
shopper_0009192,0,1,0.40510922
shopper_0009193,1,0,0.35323283
shopper_0009194,1,0,0.27639125
shopper_0009195,0,0,0.62589355
shopper_0009196,1,0,0.83541262
shopper_0009197,0,0,0.49582367
shopper_0009198,0,0,0.57388675
shopper_0009199,0,0,0.87085751
shopper_0009200,0,0,0.47138372
shopper_0009201,1,0,0.25171743
shopper_0009202,0,0,0.90253304
shopper_0009203,1,0,0.50600112
shopper_0009204,0,0,0.94851624
shopper_0009205,0,1,0.35254355
shopper_0009206,1,0,0.76920014
shopper_0009207,1,0,0.10310929
shopper_0009208,1,0,0.34136217
shopper_0009209,1,0,0.64697226
shopper_0009210,1,0,0.27649998
shopper_0009211,0,0,0.65065748
shopper_0009212,1,0,0.55643756
shopper_0009213,0,0,0.44739285
shopper_0009214,0,0,0.31991748
shopper_0009215,1,0,0.27712984
shopper_0009216,0,0,0.70647657
shopper_0009217,0,0,0.33570550
shopper_0009218,1,0,0.50986717
shopper_0009219,1,1,0.36414687
shopper_0009220,0,0,0.66928311
shopper_0009221,1,0,0.89302160
shopper_0009222,1,0,0.53809618
shopper_0009223,1,0,0.42535362
shopper_0009224,1,0,0.26479120
shopper_0009225,0,0,0.11741468
shopper_0009226,1,0,0.21725357
shopper_0009227,0,0,0.37042331
shopper_0009228,1,1,0.28944565
shopper_0009229,1,0,0.79521894
shopper_0009230,1,0,0.56012299
shopper_0009231,1,0,0.64978040
shopper_0009232,1,0,0.38326180
shopper_0009233,0,0,0.63156517
shopper_0009234,0,0,0.48424317
shopper_0009235,1,1,0.43655865
shopper_0009236,1,0,0.12456878
shopper_0009237,0,0,0.52100798
shopper_0009238,0,0,0.67928121
shopper_0009239,0,0,0.31153392
shopper_0009240,1,0,0.27475133
shopper_0009241,1,0,0.46311064
shopper_0009242,1,0,0.27255779
shopper_0009243,1,0,0.45097224
shopper_0009244,0,0,0.58230272
shopper_0009245,1,0,0.42883496
shopper_0009246,0,0,0.54045123
shopper_0009247,1,1,0.91927262
shopper_0009248,0,0,0.65795111
shopper_0009249,0,1,0.36995955
shopper_0009250,1,0,0.55078837
shopper_0009251,1,0,0.35581644
shopper_0009252,1,0,0.18643099
shopper_0009253,1,0,0.47133301
shopper_0009254,1,0,0.63147025
shopper_0009255,1,0,0.61762667
shopper_0009256,1,0,0.60110501
shopper_0009257,1,1,0.95692995
shopper_0009258,0,0,0.42583447
shopper_0009259,0,0,0.33667881
shopper_0009260,1,0,0.56931336
shopper_0009261,0,0,0.47742188
shopper_0009262,1,0,0.56839466
shopper_0009263,1,0,0.64070616
shopper_0009264,1,1,0.16284352
shopper_0009265,0,0,0.29586700
shopper_0009266,1,0,0.12469925
shopper_0009267,1,0,0.55804248
shopper_0009268,1,0,0.24435892
shopper_0009269,1,1,0.59238454
shopper_0009270,1,0,0.35860951
shopper_0009271,1,1,0.59343783
shopper_0009272,0,0,0.86049334
shopper_0009273,1,0,0.16124991
shopper_0009274,0,0,0.43382335
shopper_0009275,1,0,0.16988152
shopper_0009276,0,0,0.41436645
shopper_0009277,1,0,0.41261895
shopper_0009278,0,0,0.14895614
shopper_0009279,1,0,0.60611772
shopper_0009280,1,0,0.56931681
shopper_0009281,1,0,0.43760643
shopper_0009282,1,0,0.84448411
shopper_0009283,0,0,0.26564783
shopper_0009284,0,0,0.11455328
shopper_0009285,1,0,0.60371357
shopper_0009286,1,0,0.22392764
shopper_0009287,0,0,0.42280026
shopper_0009288,0,0,0.59192699
shopper_0009289,0,0,0.73979022
shopper_0009290,1,0,0.28206447
shopper_0009291,0,0,0.19131398
shopper_0009292,0,0,0.18957825
shopper_0009293,1,0,0.21999906
shopper_0009294,0,0,0.04005219
shopper_0009295,0,0,0.75549666
shopper_0009296,1,0,0.22363848
shopper_0009297,0,0,0.23566580
shopper_0009298,0,0,0.41824525
shopper_0009299,0,0,0.66670435
shopper_0009300,0,1,0.90156758
shopper_0009301,1,0,0.55802352
shopper_0009302,1,0,0.70961711
shopper_0009303,1,0,0.28387838
shopper_0009304,0,0,0.22975445
shopper_0009305,1,0,0.16124487
shopper_0009306,1,0,0.36179251
shopper_0009307,1,0,0.41642620
shopper_0009308,1,0,0.75830916
shopper_0009309,0,0,0.69746381
shopper_0009310,1,0,0.51862535
shopper_0009311,1,0,0.37201596
shopper_0009312,1,0,0.70638246
shopper_0009313,1,1,0.74823319
shopper_0009314,0,1,0.70222137
shopper_0009315,0,0,0.41277605
shopper_0009316,0,0,0.74409554
shopper_0009317,1,0,0.02574994
shopper_0009318,1,0,0.36650141
shopper_0009319,1,0,0.64066692
shopper_0009320,1,1,0.59270568
shopper_0009321,1,0,0.76350473
shopper_0009322,1,0,0.39270497
shopper_0009323,0,0,0.25733651
shopper_0009324,1,0,0.57677006
shopper_0009325,1,0,0.24392586
shopper_0009326,1,0,0.10158199
shopper_0009327,0,1,0.76889553
shopper_0009328,0,1,0.54829611
shopper_0009329,0,0,0.48674784
shopper_0009330,1,0,0.05349478
shopper_0009331,0,0,0.71107455
shopper_0009332,0,0,0.25352510
shopper_0009333,0,0,0.51411184
shopper_0009334,0,0,0.43527253
shopper_0009335,1,0,0.61293939
shopper_0009336,1,0,0.85256570
shopper_0009337,1,0,0.54745096
shopper_0009338,1,0,0.20587934
shopper_0009339,0,0,0.32300805
shopper_0009340,0,0,0.55515143
shopper_0009341,1,0,0.41830514
shopper_0009342,1,0,0.50109789
shopper_0009343,0,0,0.10961440
shopper_0009344,1,0,0.36215686
shopper_0009345,0,0,0.52777147
shopper_0009346,1,0,0.71991212
shopper_0009347,1,0,0.36765012
shopper_0009348,0,0,0.34623065
shopper_0009349,1,0,0.80122976
shopper_0009350,0,0,0.30984635
shopper_0009351,0,0,0.35914425
shopper_0009352,0,0,0.36830451
shopper_0009353,0,0,0.15879362
shopper_0009354,1,0,0.74875540
shopper_0009355,0,0,0.54358858
shopper_0009356,0,0,0.24600408
shopper_0009357,1,0,0.50977051
shopper_0009358,1,0,0.71862492
shopper_0009359,0,0,0.80195744
shopper_0009360,0,0,0.53929642
shopper_0009361,1,0,0.50764054
shopper_0009362,0,0,0.25850205
shopper_0009363,0,0,0.35660071
shopper_0009364,1,1,0.57238924
shopper_0009365,1,0,0.16016836
shopper_0009366,1,0,0.59303265
shopper_0009367,1,0,0.13471250
shopper_0009368,1,0,0.45974517
shopper_0009369,0,0,0.89538525
shopper_0009370,0,0,0.43963789
shopper_0009371,0,0,0.69181331
shopper_0009372,1,1,0.11014103
shopper_0009373,0,0,0.90844301
shopper_0009374,0,0,0.61579666
shopper_0009375,1,0,0.41765293
shopper_0009376,1,0,0.37580532
shopper_0009377,1,0,0.18432576
shopper_0009378,0,0,0.22375266
shopper_0009379,1,0,0.43537200
shopper_0009380,0,0,0.19528714
shopper_0009381,0,0,0.79140700
shopper_0009382,1,1,0.75631903
shopper_0009383,1,0,0.57133057
shopper_0009384,1,0,0.52973789
shopper_0009385,1,0,0.76147329
shopper_0009386,1,0,0.58545899
shopper_0009387,1,0,0.10400532
shopper_0009388,0,0,0.65007002
shopper_0009389,0,0,0.58845543
shopper_0009390,0,0,0.80827683
shopper_0009391,0,0,0.32462729
shopper_0009392,1,0,0.75474833
shopper_0009393,1,0,0.48378727
shopper_0009394,1,0,0.41791493
shopper_0009395,1,1,0.12397434
shopper_0009396,0,0,0.64344311
shopper_0009397,0,0,0.23321791
shopper_0009398,0,0,0.13062311
shopper_0009399,0,0,0.37215051
shopper_0009400,1,0,0.08208166
shopper_0009401,0,0,0.45397909
shopper_0009402,1,0,0.54741837
shopper_0009403,0,1,0.32061734
shopper_0009404,0,0,0.22592948
shopper_0009405,0,1,0.38264761
shopper_0009406,1,0,0.64920037
shopper_0009407,1,0,0.80816364
shopper_0009408,0,0,0.44239477
shopper_0009409,0,0,0.73617993
shopper_0009410,1,0,0.38126816
shopper_0009411,1,0,0.75924753
shopper_0009412,0,0,0.41332630
shopper_0009413,1,0,0.28927401
shopper_0009414,1,0,0.15727937
shopper_0009415,1,0,0.91025598
shopper_0009416,0,0,0.36078660
shopper_0009417,0,0,0.62087352
shopper_0009418,0,0,0.44202490
shopper_0009419,1,0,0.16984938
shopper_0009420,1,1,0.61736667
shopper_0009421,0,0,0.75115098
shopper_0009422,1,0,0.45529827
shopper_0009423,1,0,0.58688319
shopper_0009424,1,0,0.38478381
shopper_0009425,0,1,0.83860281
shopper_0009426,0,0,0.61973747
shopper_0009427,1,1,0.42314665
shopper_0009428,1,1,0.49432917
shopper_0009429,1,0,0.19783515
shopper_0009430,0,0,0.63706958
shopper_0009431,0,0,0.65736376
shopper_0009432,1,0,0.17701312
shopper_0009433,0,0,0.53852640
shopper_0009434,1,0,0.72955050
shopper_0009435,0,0,0.39978476
shopper_0009436,0,0,0.48579438
shopper_0009437,0,0,0.66372171
shopper_0009438,1,0,0.25720998
shopper_0009439,0,0,0.54934331
shopper_0009440,1,0,0.07416547
shopper_0009441,0,0,0.17592405
shopper_0009442,0,0,0.82103173
shopper_0009443,1,0,0.08488005
shopper_0009444,1,0,0.44340346
shopper_0009445,1,0,0.42065347
shopper_0009446,1,0,0.71784566
shopper_0009447,1,0,0.82003501
shopper_0009448,1,0,0.51049020
shopper_0009449,1,0,0.53110270
shopper_0009450,0,0,0.63019575
shopper_0009451,0,0,0.69343409
shopper_0009452,0,0,0.87803823
shopper_0009453,0,0,0.67401735
shopper_0009454,0,0,0.51428873
shopper_0009455,0,0,0.76151573
shopper_0009456,0,0,0.11920150
shopper_0009457,0,0,0.31133060
shopper_0009458,1,1,0.55487375
shopper_0009459,1,0,0.39293937
shopper_0009460,1,0,0.30562677
shopper_0009461,0,0,0.56891600
shopper_0009462,0,0,0.65508295
shopper_0009463,0,0,0.62271394
shopper_0009464,0,0,0.74155120
shopper_0009465,0,0,0.19746133
shopper_0009466,0,0,0.67348730
shopper_0009467,0,0,0.65649842
shopper_0009468,1,0,0.24115482
shopper_0009469,1,0,0.26114190
shopper_0009470,1,0,0.18998333
shopper_0009471,0,0,0.48278015
shopper_0009472,1,0,0.13711341
shopper_0009473,0,0,0.92067410
shopper_0009474,1,0,0.60425580
shopper_0009475,1,0,0.80581853
shopper_0009476,1,0,0.88752708
shopper_0009477,1,0,0.57661706
shopper_0009478,0,0,0.79906063
shopper_0009479,1,0,0.24358124
shopper_0009480,1,0,0.22057086
shopper_0009481,0,0,0.60796610
shopper_0009482,1,0,0.60180990
shopper_0009483,0,0,0.66666089
shopper_0009484,1,0,0.43331061
shopper_0009485,1,0,0.69867134
shopper_0009486,0,0,0.59577832
shopper_0009487,0,0,0.72827747
shopper_0009488,0,0,0.82999292
shopper_0009489,0,0,0.78382812
shopper_0009490,0,0,0.59779661
shopper_0009491,1,0,0.14617134
shopper_0009492,1,0,0.44302360
shopper_0009493,1,0,0.63757311
shopper_0009494,0,0,0.53017801
shopper_0009495,1,0,0.40068648
shopper_0009496,1,0,0.89747989
shopper_0009497,1,0,0.63127089
shopper_0009498,0,0,0.70485014
shopper_0009499,1,0,0.67988984
shopper_0009500,0,0,0.47138748
shopper_0009501,1,1,0.11409359
shopper_0009502,1,0,0.45717176
shopper_0009503,0,0,0.12338273
shopper_0009504,0,0,0.69010968
shopper_0009505,0,0,0.36105543
shopper_0009506,0,0,0.74702287
shopper_0009507,0,1,0.09101198
shopper_0009508,0,0,0.44293877
shopper_0009509,0,0,0.24770617
shopper_0009510,0,0,0.20821215
shopper_0009511,1,0,0.75481265
shopper_0009512,1,0,0.56552135
shopper_0009513,1,0,0.59655397
shopper_0009514,0,0,0.77961935
shopper_0009515,1,1,0.30340295
shopper_0009516,1,0,0.19740008
shopper_0009517,1,1,0.62599344
shopper_0009518,0,0,0.23944405
shopper_0009519,0,0,0.94583828
shopper_0009520,0,0,0.65932093
shopper_0009521,0,1,0.84285092
shopper_0009522,0,0,0.59287808
shopper_0009523,0,0,0.51314134
shopper_0009524,1,0,0.37767575
shopper_0009525,0,1,0.71551355
shopper_0009526,1,0,0.57231716
shopper_0009527,0,0,0.63144660
shopper_0009528,0,1,0.79534761
shopper_0009529,0,0,0.34745022
shopper_0009530,0,0,0.86697135
shopper_0009531,0,0,0.29641944
shopper_0009532,1,0,0.41030985
shopper_0009533,1,0,0.75350805
shopper_0009534,0,0,0.55513100
shopper_0009535,0,0,0.50326945
shopper_0009536,1,0,0.56394309
shopper_0009537,1,0,0.77315332
shopper_0009538,1,1,0.40457110
shopper_0009539,0,0,0.34238865
shopper_0009540,1,0,0.59664357
shopper_0009541,1,0,0.37609400
shopper_0009542,1,0,0.24665259
shopper_0009543,1,0,0.12923148
shopper_0009544,1,0,0.79648017
shopper_0009545,1,0,0.54299469
shopper_0009546,1,0,0.37861991
shopper_0009547,0,1,0.54950896
shopper_0009548,0,0,0.23990404
shopper_0009549,1,0,0.54879705
shopper_0009550,0,0,0.61707250
shopper_0009551,0,0,0.55226207
shopper_0009552,1,0,0.63233010
shopper_0009553,0,0,0.62953145
shopper_0009554,1,0,0.22580030
shopper_0009555,1,1,0.78337903
shopper_0009556,1,0,0.61880654
shopper_0009557,0,1,0.12749047
shopper_0009558,1,0,0.17490203
shopper_0009559,0,0,0.74290023
shopper_0009560,1,0,0.32531719
shopper_0009561,1,0,0.67320012
shopper_0009562,1,0,0.67203992
shopper_0009563,0,0,0.25540878
shopper_0009564,1,0,0.78568648
shopper_0009565,1,0,0.26520609
shopper_0009566,0,0,0.83047077
shopper_0009567,1,0,0.58574058
shopper_0009568,1,0,0.06633613
shopper_0009569,1,1,0.70663977
shopper_0009570,0,0,0.61885876
shopper_0009571,0,0,0.34400692
shopper_0009572,0,0,0.51619690
shopper_0009573,1,0,0.24171677
shopper_0009574,1,0,0.44809011
shopper_0009575,1,0,0.58791572
shopper_0009576,0,0,0.75837182
shopper_0009577,1,0,0.82698632
shopper_0009578,1,0,0.75174737
shopper_0009579,0,0,0.55997902
shopper_0009580,0,0,0.69434960
shopper_0009581,1,0,0.52828157
shopper_0009582,0,0,0.20941274
shopper_0009583,1,0,0.51507122
shopper_0009584,0,0,0.55775463
shopper_0009585,0,0,0.23573419
shopper_0009586,0,0,0.27891187
shopper_0009587,0,1,0.41457073
shopper_0009588,0,0,0.66318523
shopper_0009589,1,0,0.65063797
shopper_0009590,0,0,0.66580619
shopper_0009591,0,1,0.51489498
shopper_0009592,0,0,0.91171757
shopper_0009593,1,0,0.46691213
shopper_0009594,1,0,0.57147579
shopper_0009595,0,1,0.53039726
shopper_0009596,1,0,0.59836763
shopper_0009597,0,0,0.28576658
shopper_0009598,0,0,0.51831269
shopper_0009599,1,0,0.38227265
shopper_0009600,1,0,0.56148770
shopper_0009601,1,0,0.35270251
shopper_0009602,0,0,0.10177535
shopper_0009603,0,0,0.40534864
shopper_0009604,1,1,0.66554695
shopper_0009605,1,0,0.30786891
shopper_0009606,1,0,0.66729088
shopper_0009607,0,0,0.13035387
shopper_0009608,0,0,0.57846464
shopper_0009609,0,0,0.08426869
shopper_0009610,1,0,0.20450857
shopper_0009611,0,0,0.38465123
shopper_0009612,0,0,0.35525817
shopper_0009613,1,0,0.54956913
shopper_0009614,1,0,0.82749601
shopper_0009615,0,1,0.89827463
shopper_0009616,1,0,0.47459726
shopper_0009617,0,0,0.26459790
shopper_0009618,0,0,0.13241271
shopper_0009619,1,1,0.58977483
shopper_0009620,0,0,0.36451759
shopper_0009621,0,1,0.21972848
shopper_0009622,1,0,0.69541165
shopper_0009623,0,0,0.47149216
shopper_0009624,1,0,0.56488245
shopper_0009625,1,0,0.44280541
shopper_0009626,1,0,0.39659725
shopper_0009627,1,0,0.48326524
shopper_0009628,1,0,0.30207052
shopper_0009629,0,1,0.79912211
shopper_0009630,0,0,0.93353853
shopper_0009631,1,0,0.43132516
shopper_0009632,1,0,0.09231450
shopper_0009633,1,0,0.50145868
shopper_0009634,0,0,0.40667583
shopper_0009635,0,0,0.60068152
shopper_0009636,0,0,0.27580226
shopper_0009637,1,0,0.74951917
shopper_0009638,1,1,0.78267817
shopper_0009639,0,0,0.43966585
shopper_0009640,0,0,0.70850381
shopper_0009641,0,0,0.51456302
shopper_0009642,1,0,0.45988457
shopper_0009643,0,0,0.34508148
shopper_0009644,1,1,0.33903226
shopper_0009645,1,0,0.68138733
shopper_0009646,0,0,0.65962243
shopper_0009647,1,0,0.56461994
shopper_0009648,0,1,0.66672060
shopper_0009649,0,0,0.57466368
shopper_0009650,0,0,0.58257660
shopper_0009651,1,0,0.62091304
shopper_0009652,1,0,0.20688447
shopper_0009653,1,0,0.25967725
shopper_0009654,1,0,0.53838313
shopper_0009655,1,0,0.61849645
shopper_0009656,1,1,0.36376923
shopper_0009657,1,0,0.63745473
shopper_0009658,1,0,0.52542903
shopper_0009659,0,0,0.41895399
shopper_0009660,1,1,0.39012796
shopper_0009661,0,0,0.93384828
shopper_0009662,1,0,0.36452091
shopper_0009663,1,0,0.04911168
shopper_0009664,0,0,0.37205268
shopper_0009665,1,0,0.85540826
shopper_0009666,1,0,0.82773101
shopper_0009667,1,0,0.19664775
shopper_0009668,0,0,0.25979633
shopper_0009669,0,0,0.22603570
shopper_0009670,0,0,0.52758955
shopper_0009671,1,0,0.54394061
shopper_0009672,1,0,0.19022013
shopper_0009673,0,0,0.30440607
shopper_0009674,0,0,0.23315106
shopper_0009675,1,0,0.11075355
shopper_0009676,0,0,0.24543117
shopper_0009677,0,0,0.91962338
shopper_0009678,0,0,0.34265893
shopper_0009679,0,0,0.49255114
shopper_0009680,1,0,0.64305677
shopper_0009681,1,0,0.60142548
shopper_0009682,0,0,0.23337430
shopper_0009683,1,0,0.88406738
shopper_0009684,1,0,0.51469481
shopper_0009685,1,0,0.45346118
shopper_0009686,0,0,0.85238619
shopper_0009687,0,0,0.35760232
shopper_0009688,0,1,0.45322561
shopper_0009689,0,1,0.37489065
shopper_0009690,0,0,0.34265786
shopper_0009691,1,0,0.56774606
shopper_0009692,1,0,0.45980409
shopper_0009693,0,1,0.73700660
shopper_0009694,0,0,0.54529426
shopper_0009695,1,0,0.24899450
shopper_0009696,1,0,0.26468868
shopper_0009697,0,0,0.85613836
shopper_0009698,1,0,0.21100556
shopper_0009699,0,0,0.48711148
shopper_0009700,1,0,0.64195571
shopper_0009701,0,0,0.35671833
shopper_0009702,1,0,0.81682988
shopper_0009703,1,0,0.23598951
shopper_0009704,0,0,0.43027521
shopper_0009705,1,0,0.30057463
shopper_0009706,1,0,0.65055239
shopper_0009707,1,0,0.36339285
shopper_0009708,1,0,0.32720043
shopper_0009709,1,0,0.53172532
shopper_0009710,1,0,0.37379709
shopper_0009711,1,1,0.59927262
shopper_0009712,0,0,0.67141421
shopper_0009713,1,0,0.38722408
shopper_0009714,0,0,0.47278664
shopper_0009715,1,0,0.55215904
shopper_0009716,1,0,0.15933823
shopper_0009717,0,0,0.54587877
shopper_0009718,0,0,0.05574892
shopper_0009719,0,0,0.47129993
shopper_0009720,0,0,0.63678867
shopper_0009721,0,0,0.30476473
shopper_0009722,1,0,0.25354561
shopper_0009723,1,0,0.39926881
shopper_0009724,1,0,0.14849905
shopper_0009725,0,0,0.40410807
shopper_0009726,0,0,0.50233517
shopper_0009727,1,1,0.76048119
shopper_0009728,1,0,0.49466103
shopper_0009729,1,1,0.37686062
shopper_0009730,0,0,0.68612662
shopper_0009731,1,0,0.63580110
shopper_0009732,0,0,0.79725785
shopper_0009733,0,0,0.54225219
shopper_0009734,1,0,0.35121407
shopper_0009735,1,0,0.81980590
shopper_0009736,0,0,0.20845925
shopper_0009737,0,1,0.41382031
shopper_0009738,0,0,0.92832295
shopper_0009739,1,0,0.67212312
shopper_0009740,0,0,0.48309573
shopper_0009741,1,0,0.55596346
